trade_id,pv,delta,vega
1784,0.364,-0.019,0.148
1785,-137.127,-4.38,-5.714
1786,623.1,-8.268,1.536
1787,302.384,7.318,4.12
1788,-751.976,9.996,-0.013
1789,391.487,8.986,2.382
1790,756.446,-9.903,0.228
1791,-223.324,-9.86,-0.39
1792,24.353,-4.388,1.603
1793,199.223,6.471,5.163
1794,-136.15,7.462,-2.15
1795,18.944,1.473,2.117
1796,182.057,-3.813,4.566
1797,-52.898,-4.644,-3.458
1798,0.802,-0.019,0.168
1799,14.958,5.907,0.94
1800,-0.0,-0.0,-0.0
1801,614.319,9.594,0.984
1802,1146.222,-9.463,0.43
1803,-0.0,-0.0,-0.0
1804,91.219,-6.243,0.82
1805,32.811,2.491,1.689
1806,-4.202,0.669,-0.868
1807,484.872,8.328,4.745
1808,204.763,-7.416,5.207
1809,-2.635,-0.414,-1.298
1810,47.869,-0.988,3.363
1811,90.273,4.894,3.887
1812,-187.369,2.1,-7.341
1813,142.476,4.985,4.636
1814,51.994,-0.989,3.293
1815,-67.614,-5.772,-1.537
1816,0.244,-0.009,0.128
1817,673.983,10.0,0.0
1818,-132.408,3.165,-4.757
1819,546.562,7.871,6.451
1820,843.339,-10.0,0.0
1821,-572.352,-9.987,-0.042
1822,0.0,-0.0,0.0
1823,862.035,9.391,3.696
1824,-0.0,-0.0,-0.0
1825,477.195,9.857,0.254
1826,128.525,-1.881,3.926
1827,-186.019,-9.972,-0.059
1828,103.847,-1.81,6.645
1829,0.001,0.001,0.001
1830,-21.574,0.665,-2.058
1831,270.972,10.0,0.0
1832,11.376,-0.317,1.523
1833,-360.913,-10.0,-0.0
1834,377.967,-3.173,6.697
1835,8.551,1.219,1.75
1836,-0.0,-0.0,-0.0
1837,850.194,8.563,7.482
1838,93.525,-3.232,6.516
1839,-0.179,-0.051,-0.109
1840,0.0,0.0,0.0
1841,864.299,9.991,0.066
1842,-1.885,0.036,-0.335
1843,394.606,8.948,2.127
1844,19.415,-0.51,1.711
1845,-0.0,-0.0,-0.0
1846,1.739,-0.087,0.509
1847,324.716,8.933,1.476
1848,-29.254,1.944,-3.682
1849,584.63,10.0,0.0
1850,2.294,-0.243,0.707
1851,-0.0,-0.0,-0.0
1852,797.148,-8.776,1.354
1853,448.068,7.271,9.685
1854,-437.149,9.991,-0.016
1855,551.571,9.677,1.337
1856,262.137,-3.292,8.217
1857,-39.277,-2.344,-2.795
1858,798.812,-10.0,0.001
1859,551.417,9.197,3.601
1860,-752.755,9.17,-0.712
1861,79.321,4.921,2.905
1862,33.495,-2.417,3.6
1863,-463.714,-7.857,-8.665
1864,0.0,0.0,0.0
1865,939.729,9.857,0.937
1866,-18.376,1.702,-1.778
1867,16.783,2.048,2.306
1868,517.689,-10.0,0.0
1869,-1209.923,-9.957,-0.303
1870,0.0,0.0,0.0
1871,278.695,-5.632,4.673
1872,-1417.226,-12.271,-10.034
1873,0.007,-0.0,0.002
1874,12.619,1.087,2.0
1875,-546.512,8.433,-1.563
1876,1164.669,10.0,0.0
1877,77.857,-1.749,4.194
1878,-300.38,-6.467,-7.026
1879,289.973,-2.354,8.512
1880,18.321,2.392,2.204
1881,-656.751,9.931,-0.071
1882,88.995,4.718,2.676
1883,15.973,-3.825,1.525
1884,-668.023,-8.158,-7.745
1885,613.73,-10.0,0.0
1886,0.618,0.119,0.274
1887,-0.0,0.0,-0.0
1888,517.636,11.106,0.63
1889,589.968,-9.995,0.012
1890,-1138.365,-9.976,-0.159
1891,19.97,-0.695,3.484
1892,632.199,10.0,0.0
1893,-793.142,8.379,-1.999
1894,657.274,8.002,7.109
1895,16.788,-1.393,3.413
1896,-994.869,-11.666,-4.783
1897,0.002,-0.0,0.001
1898,10.608,0.984,1.111
1899,-130.688,4.076,-4.792
1900,212.207,8.822,1.54
1901,516.822,-4.616,5.705
1902,-10.095,-1.561,-0.934
1903,394.749,-4.734,4.877
1904,244.283,8.432,7.453
1905,-439.746,7.206,-1.859
1906,125.44,4.98,3.686
1907,17.666,-0.517,1.321
1908,-771.539,-9.69,-1.055
1909,97.632,-1.956,3.269
1910,442.464,7.826,8.251
1911,-1.369,0.16,-0.305
1912,1117.259,10.927,0.018
1913,130.145,-2.465,6.514
1914,-554.238,-8.145,-5.275
1915,120.502,-3.707,4.908
1916,354.336,10.0,0.0
1917,-0.0,-0.0,-0.0
1918,75.166,6.46,3.652
1919,98.298,-1.451,6.075
1920,-795.958,-9.489,-10.497
1921,3.548,-0.163,0.615
1922,479.523,9.439,1.418
1923,-895.198,9.986,-0.02
1924,170.509,4.747,7.824
1925,50.138,-1.613,3.163
1926,-11.557,-1.552,-2.09
1927,24.948,-0.372,2.273
1928,806.258,11.422,4.638
1929,-137.758,1.614,-5.878
1930,663.988,9.961,0.153
1931,386.805,-4.891,5.458
1932,-376.992,-7.372,-5.957
1933,0.931,-0.191,0.374
1934,0.0,0.0,0.0
1935,-191.424,9.986,-0.016
1936,748.788,11.061,0.617
1937,678.292,-9.998,0.008
1938,-54.446,-7.694,-1.339
1939,298.3,-4.725,6.185
1940,746.956,8.612,6.122
1941,-9.511,0.448,-1.454
1942,1.416,0.247,0.218
1943,12.612,-2.075,2.451
1944,-0.142,-0.058,-0.154
1945,31.661,-0.493,1.986
1946,189.397,10.0,0.0
1947,-913.285,10.0,-0.0
1948,17.535,1.79,1.576
1949,82.682,-1.119,4.437
1950,-58.326,-3.896,-3.115
1951,767.083,-10.0,0.001
1952,0.0,0.0,0.0
1953,-48.578,1.095,-3.199
1954,0.0,0.0,0.0
1955,16.067,-1.981,1.071
1956,-0.07,-0.018,-0.065
1957,542.205,-4.42,6.664
1958,1.46,0.476,0.665
1959,-427.881,4.641,-9.515
1960,342.047,8.491,10.583
1961,742.601,-10.0,0.0
1962,-21.458,-1.978,-1.593
1963,911.589,-9.979,0.022
1964,649.04,9.51,1.415
1965,-44.934,0.678,-2.477
1966,248.719,8.017,3.118
1967,596.591,-10.0,0.0
1968,-2.038,-0.497,-0.416
1969,1.785,-0.048,0.301
1970,698.776,9.999,0.003
1971,-809.761,10.0,-0.0
1972,666.506,9.921,0.474
1973,311.771,-2.359,9.467
1974,-150.816,-7.217,-1.632
1975,32.71,-0.942,4.193
1976,81.49,3.828,5.475
1977,-12.142,0.215,-1.285
1978,508.687,9.207,2.691
1979,9.369,-0.795,1.268
1980,-234.881,-6.323,-4.63
1981,6.598,-0.207,1.147
1982,76.13,3.719,5.664
1983,-51.798,0.933,-4.739
1984,405.791,9.329,7.149
1985,688.208,-10.0,0.0
1986,-23.775,-2.654,-4.643
1987,852.379,-8.533,2.128
1988,565.596,7.662,7.208
1989,-234.244,9.22,-1.455
1990,826.914,9.025,4.787
1991,462.74,-9.842,0.458
1992,-375.281,-7.662,-11.11
1993,798.312,-7.22,2.431
1994,0.832,0.315,0.341
1995,-21.852,2.34,-0.985
1996,207.803,8.102,4.953
1997,902.342,-8.921,1.605
1998,-848.417,-10.0,-0.001
1999,181.402,-3.177,7.185
2000,203.841,8.944,3.378
2001,-22.975,1.668,-1.272
2002,0.0,0.0,0.0
2003,15.162,-1.815,2.833
2004,-873.085,-8.99,-4.871
2005,651.561,-9.05,1.182
2006,0.0,0.0,0.0
2007,-18.721,0.686,-1.757
2008,0.799,0.191,0.294
2009,396.783,-4.097,7.148
2010,-2.418,-0.331,-0.873
2011,65.677,-4.933,1.491
2012,399.443,9.424,1.489
2013,-264.413,6.812,-2.439
2014,453.594,9.371,1.578
2015,88.46,-2.009,6.404
2016,-579.063,-9.459,-14.442
2017,0.321,-0.019,0.129
2018,3.429,0.516,0.524
2019,-0.783,0.046,-0.127
2020,673.145,9.949,0.127
2021,1108.742,-9.999,0.001
2022,-19.906,-5.255,-1.903
2023,598.266,-10.0,0.0
2024,0.0,0.0,0.0
2025,-0.044,0.002,-0.018
2026,0.01,0.011,0.009
2027,10.877,-0.655,2.153
2028,-1096.294,-9.989,-0.081
2029,33.818,-1.251,4.141
2030,113.651,5.875,2.899
2031,-182.193,2.26,-7.008
2032,21.909,2.184,2.282
2033,0.596,-0.017,0.12
2034,-777.971,-8.509,-7.494
2035,0.734,-0.066,0.19
2036,815.861,10.0,0.0
2037,-5.033,0.124,-0.845
2038,3.091,0.582,0.891
2039,0.005,-0.0,0.003
2040,-0.0,-0.0,-0.0
2041,7.962,-0.217,0.922
2042,91.211,3.73,5.188
2043,-788.221,9.252,-0.514
2044,622.62,10.0,0.0
2045,0.001,-0.0,0.002
2046,-1246.572,-10.0,-0.0
2047,0.0,-0.0,0.0
2048,27.061,2.813,2.246
2049,-186.852,4.387,-8.603
2050,20.338,2.395,1.201
2051,510.19,-5.432,4.572
2052,-522.444,-8.692,-6.739
2053,534.828,-10.0,0.0
2054,674.688,9.853,0.484
2055,-530.765,10.0,-0.0
2056,966.006,11.311,6.688
2057,1068.253,-9.995,0.004
2058,-874.181,-8.709,-6.842
2059,143.343,-5.098,4.025
2060,25.531,1.758,2.257
2061,-64.65,7.932,-1.029
2062,305.335,9.057,2.212
2063,120.826,-2.91,8.619
2064,-327.781,-11.147,-1.106
2065,0.819,-0.044,0.185
2066,143.103,9.148,1.327
2067,-0.579,0.269,-0.304
2068,710.695,8.837,4.365
2069,27.553,-0.636,2.151
2070,-372.382,-10.0,-0.0
2071,73.003,-1.41,4.345
2072,1113.773,11.139,0.338
2073,-296.389,5.931,-3.429
2074,625.783,9.847,0.532
2075,1032.071,-9.829,0.133
2076,-206.972,-8.033,-2.768
2077,0.309,-0.016,0.088
2078,980.378,10.0,0.0
2079,-0.0,0.0,-0.0
2080,72.661,8.401,2.663
2081,624.424,-10.0,0.0
2082,-120.119,-9.952,-0.049
2083,1.935,-0.359,0.634
2084,442.137,9.029,2.344
2085,-135.45,1.988,-6.917
2086,0.269,0.08,0.161
2087,283.634,-3.05,5.394
2088,-1201.361,-11.239,-1.571
2089,0.029,-0.003,0.035
2090,325.779,9.275,1.794
2091,-50.515,7.176,-1.427
2092,0.0,0.0,0.0
2093,607.024,-5.681,5.424
2094,-780.675,-9.817,-0.84
2095,122.634,-6.264,4.074
2096,93.156,3.924,5.114
2097,-168.041,6.712,-5.616
2098,336.674,7.787,7.868
2099,0.02,-0.008,0.016
2100,-0.0,-0.0,-0.0
2101,97.443,-3.95,2.127
2102,538.032,8.966,3.156
2103,-590.704,9.938,-0.244
2104,8.973,1.221,0.974
2105,2.358,-0.094,0.659
2106,-0.0,-0.0,-0.0
2107,0.0,-0.0,0.0
2108,745.516,8.492,6.855
2109,-51.563,1.792,-3.103
2110,445.08,8.479,6.585
2111,252.193,-7.035,4.848
2112,-94.441,-6.689,-2.09
2113,190.81,-3.312,8.663
2114,1001.949,10.0,0.0
2115,-42.352,1.794,-4.816
2116,0.0,0.0,0.0
2117,0.0,-0.0,0.0
2118,-378.129,-9.678,-0.912
2119,188.777,-2.379,6.396
2120,0.0,0.0,0.0
2121,-99.126,1.659,-5.264
2122,11.503,1.345,1.743
2123,397.469,-9.502,0.376
2124,-0.025,-0.008,-0.022
2125,520.74,-9.289,0.632
2126,30.048,2.463,2.002
2127,-0.0,0.0,-0.0
2128,364.378,10.885,0.9
2129,67.588,-1.623,5.665
2130,-1.431,-0.277,-0.219
2131,40.093,-1.181,2.595
2132,250.66,9.713,0.295
2133,-204.513,4.264,-4.463
2134,399.76,8.675,3.153
2135,209.664,-6.682,1.82
2136,-1360.227,-12.814,-13.662
2137,93.376,-4.286,4.486
2138,0.002,0.001,0.003
2139,-130.08,2.001,-5.056
2140,3.533,0.471,0.425
2141,31.426,-1.031,5.023
2142,-289.007,-6.987,-5.517
2143,140.117,-10.0,0.0
2144,419.048,8.621,11.894
2145,-151.45,7.065,-0.872
2146,297.202,7.805,3.459
2147,138.392,-3.807,4.271
2148,-19.822,-3.003,-3.365
2149,221.231,-6.983,1.726
2150,518.814,8.695,3.834
2151,-159.4,3.29,-4.732
2152,40.777,2.51,2.513
2153,869.759,-9.595,0.448
2154,-820.748,-9.001,-4.418
2155,0.0,-0.0,0.0
2156,0.0,0.0,0.0
2157,-82.585,5.896,-3.229
2158,540.271,9.822,0.465
2159,654.709,-9.937,0.134
2160,-1231.448,-11.308,-4.701
2161,1.284,-0.069,0.465
2162,183.457,7.556,2.469
2163,-111.483,1.595,-5.087
2164,0.0,0.0,0.0
2165,511.916,-7.731,2.041
2166,-343.66,-6.347,-8.905
2167,326.661,-10.0,0.001
2168,17.721,1.199,2.635
2169,-93.661,1.728,-8.0
2170,392.624,6.643,9.566
2171,37.586,-0.892,2.598
2172,-402.884,-9.412,-1.77
2173,1166.432,-10.0,0.0
2174,188.853,7.12,2.536
2175,-52.216,4.393,-1.433
2176,14.367,2.749,2.502
2177,583.649,-4.604,8.087
2178,-200.208,-5.341,-7.736
2179,0.032,-0.003,0.01
2180,596.558,7.626,8.858
2181,-21.088,0.267,-1.83
2182,1234.023,9.999,0.004
2183,602.428,-10.0,0.0
2184,-460.535,-10.2,-6.933
2185,0.0,0.0,0.0
2186,55.958,6.533,2.16
2187,-93.257,1.522,-6.448
2188,237.802,6.216,5.657
2189,19.884,-0.513,3.197
2190,-260.82,-7.902,-3.549
2191,0.726,-0.021,0.181
2192,386.607,11.32,2.384
2193,-12.509,0.216,-1.394
2194,254.634,8.649,4.942
2195,118.542,-3.691,2.676
2196,-285.15,-8.102,-3.348
2197,338.486,-8.551,3.903
2198,251.862,5.55,7.8
2199,-395.717,10.0,-0.0
2200,153.01,8.779,3.194
2201,354.994,-5.139,4.024
2202,-176.114,-5.209,-5.91
2203,729.777,-10.0,0.0
2204,527.89,8.172,4.774
2205,-185.747,7.182,-1.296
2206,0.988,0.537,0.468
2207,0.001,-0.001,0.002
2208,-874.06,-9.947,-8.731
2209,352.858,-6.748,1.542
2210,26.622,3.911,1.102
2211,-544.336,7.616,-4.476
2212,211.759,8.467,2.155
2213,0.571,-0.051,0.436
2214,-0.002,-0.001,-0.002
2215,531.682,-5.599,5.12
2216,0.0,0.0,0.0
2217,-416.973,5.722,-4.133
2218,2.197,0.562,0.962
2219,154.076,-1.855,6.476
2220,-429.386,-7.178,-8.164
2221,308.851,-9.976,0.039
2222,526.104,8.588,4.373
2223,-11.422,0.274,-1.196
2224,0.0,0.0,0.0
2225,915.79,-10.0,0.0
2226,-549.519,-9.387,-2.298
2227,289.564,-6.62,2.408
2228,73.941,3.07,4.841
2229,-117.539,2.985,-8.285
2230,592.439,9.638,1.072
2231,80.957,-1.816,3.136
2232,-586.211,-8.38,-11.895
2233,309.565,-3.753,5.443
2234,489.382,9.913,0.413
2235,-7.943,0.462,-1.48
2236,177.167,4.826,8.02
2237,522.434,-10.0,0.0
2238,-1249.204,-9.996,-0.046
2239,5.107,-0.573,1.045
2240,703.507,10.98,0.066
2241,-16.886,0.277,-1.63
2242,375.906,8.026,6.984
2243,0.117,-0.106,0.047
2244,-317.786,-6.289,-8.007
2245,47.5,-1.07,3.403
2246,0.0,0.0,0.0
2247,-0.0,-0.0,-0.0
2248,22.458,2.501,2.18
2249,9.386,-0.225,1.115
2250,-44.393,-3.239,-2.802
2251,61.947,-1.907,6.977
2252,316.601,7.417,4.417
2253,-159.832,6.044,-2.624
2254,4.224,0.658,0.534
2255,176.534,-3.408,4.018
2256,-290.409,-9.642,-5.392
2257,288.193,-3.523,8.78
2258,533.848,8.06,7.8
2259,-939.66,9.605,-0.471
2260,4.45,1.18,0.898
2261,360.979,-9.994,0.009
2262,-12.422,-1.351,-1.368
2263,94.772,-6.88,2.297
2264,851.519,11.326,5.434
2265,-0.0,0.0,-0.0
2266,463.17,9.887,0.427
2267,676.888,-9.986,0.032
2268,-2.497,-0.431,-1.203
2269,323.007,-10.0,0.0
2270,286.83,7.451,5.038
2271,-82.794,3.549,-2.629
2272,0.0,0.0,0.0
2273,66.983,-1.437,6.578
2274,-980.401,-9.99,-0.045
2275,381.009,-4.089,5.551
2276,0.0,0.0,0.0
2277,-36.703,3.475,-2.741
2278,244.038,10.0,0.001
2279,892.042,-10.0,0.0
2280,-332.087,-8.107,-9.811
2281,452.14,-7.98,1.353
2282,0.702,0.171,0.117
2283,-297.168,2.256,-8.756
2284,174.553,8.657,1.414
2285,202.056,-3.297,4.503
2286,-149.692,-6.417,-5.641
2287,229.543,-4.323,3.792
2288,607.434,11.052,4.075
2289,-511.985,10.0,-0.0
2290,44.298,3.014,4.296
2291,549.419,-9.35,0.723
2292,-9.873,-1.118,-1.267
2293,692.076,-8.364,1.874
2294,0.0,0.0,0.0
2295,-864.016,10.0,-0.0
2296,306.826,10.952,1.596
2297,1.916,-0.214,0.589
2298,-1058.708,-9.703,-1.707
2299,9.613,-0.19,1.378
2300,8.309,0.952,0.929
2301,-484.247,4.297,-5.837
2302,2.512,0.299,0.356
2303,772.129,-10.0,0.0
2304,-495.762,-9.006,-9.996
2305,365.969,-4.238,7.858
2306,1143.266,10.0,0.001
2307,-59.881,4.774,-1.032
2308,536.669,9.929,0.454
2309,146.639,-3.138,6.421
2310,-223.05,-7.007,-4.71
2311,30.081,-0.908,4.142
2312,256.141,9.492,2.147
2313,-247.457,3.083,-8.612
2314,1034.513,9.891,0.529
2315,14.471,-1.262,1.217
2316,-0.0,-0.0,-0.0
2317,19.101,-0.472,1.995
2318,11.463,2.067,2.434
2319,-160.106,9.568,-0.569
2320,233.222,6.518,8.315
2321,68.777,-1.19,2.891
2322,-628.935,-9.684,-1.746
2323,0.0,-0.0,0.0
2324,256.556,6.349,6.085
2325,-0.029,0.014,-0.027
2326,22.66,1.732,1.972
2327,565.218,-9.922,0.071
2328,-176.599,-7.032,-5.996
2329,1023.468,-9.999,0.001
2330,106.456,4.18,6.567
2331,-426.092,2.736,-9.794
2332,848.737,8.9,5.946
2333,68.724,-1.566,3.607
2334,-176.992,-6.977,-8.993
2335,13.586,-0.593,2.755
2336,498.011,10.132,3.675
2337,-0.471,0.123,-0.168
2338,937.563,9.473,2.903
2339,532.45,-9.953,0.089
2340,-0.0,-0.0,-0.0
2341,122.127,-2.713,9.085
2342,372.218,9.998,0.009
2343,-478.216,9.721,-0.278
2344,0.0,0.0,0.0
2345,1.0,-0.042,0.259
2346,-541.276,-9.945,-0.353
2347,150.079,-8.091,2.676
2348,0.0,0.0,0.0
2349,-235.976,4.446,-6.597
2350,185.872,5.998,5.21
2351,0.557,-0.02,0.161
2352,-429.346,-9.074,-4.871
2353,632.485,-9.996,0.008
2354,129.334,6.449,4.407
2355,-0.0,0.0,-0.0
2356,251.455,7.142,4.618
2357,152.99,-2.952,10.975
2358,-27.358,-2.208,-3.823
2359,167.899,-2.967,7.455
2360,0.0,0.0,0.0
2361,-48.605,5.034,-3.705
2362,200.644,7.172,3.635
2363,245.441,-4.682,9.897
2364,-7.066,-1.084,-1.516
2365,214.198,-8.435,2.847
2366,0.002,0.001,0.002
2367,-436.203,9.921,-0.166
2368,14.778,2.324,1.504
2369,574.52,-9.907,0.055
2370,-37.312,-2.749,-2.406
2371,142.221,-3.918,3.475
2372,455.418,9.985,0.05
2373,-357.428,2.299,-9.375
2374,273.303,6.977,4.98
2375,595.942,-9.999,0.002
2376,-349.072,-8.768,-8.941
2377,16.993,-0.518,2.802
2378,514.451,7.371,8.293
2379,-937.442,10.0,-0.0
2380,361.992,9.972,0.101
2381,100.701,-7.598,0.719
2382,-648.503,-9.947,-0.278
2383,729.981,-9.996,0.005
2384,326.855,8.423,8.688
2385,-0.0,0.0,-0.0
2386,18.724,2.539,1.201
2387,167.806,-2.88,5.343
2388,-593.276,-9.354,-2.168
2389,13.964,-1.077,4.161
2390,263.521,9.994,0.02
2391,-32.215,1.454,-1.661
2392,804.443,10.51,8.152
2393,0.647,-0.025,0.235
2394,-5.858,-0.612,-1.762
2395,0.003,-0.001,0.001
2396,431.38,8.215,6.035
2397,-27.881,1.454,-1.19
2398,10.908,1.45,0.959
2399,23.509,-1.546,2.211
2400,-782.811,-9.246,-14.432
2401,14.108,-0.613,2.937
2402,211.407,9.979,0.051
2403,-240.294,4.336,-7.874
2404,864.991,9.998,0.019
2405,499.973,-10.0,0.001
2406,-378.716,-8.896,-2.021
2407,438.185,-8.884,1.098
2408,784.812,10.98,-0.028
2409,-28.077,0.663,-2.505
2410,8.997,1.072,0.87
2411,193.977,-6.977,1.59
2412,-12.259,-1.406,-2.468
2413,108.11,-6.777,2.543
2414,356.891,9.968,0.039
2415,-0.541,0.045,-0.156
2416,160.917,5.419,6.016
2417,382.99,-9.976,0.017
2418,-450.231,-7.112,-10.098
2419,718.357,-9.324,0.71
2420,199.779,7.952,3.399
2421,-0.005,0.002,-0.005
2422,1.413,0.224,0.27
2423,79.007,-0.892,4.767
2424,-450.338,-10.656,-0.863
2425,76.206,-2.128,5.369
2426,1153.776,9.908,0.706
2427,-64.215,1.159,-3.695
2428,325.284,9.412,2.19
2429,605.984,-9.999,0.001
2430,-488.719,-9.999,-0.001
2431,763.833,-7.305,4.074
2432,899.222,10.87,3.647
2433,-457.59,8.365,-1.321
2434,63.067,4.883,2.591
2435,710.951,-9.835,0.186
2436,-0.034,-0.01,-0.029
2437,131.064,-2.19,5.087
2438,781.467,9.942,0.266
2439,-351.291,6.937,-2.794
2440,362.948,11.403,1.315
2441,406.912,-7.601,2.468
2442,-714.987,-9.529,-2.623
2443,65.279,-6.367,2.84
2444,47.024,5.711,2.745
2445,-416.375,6.536,-4.743
2446,101.176,3.883,5.745
2447,531.296,-4.576,6.075
2448,-1351.002,-11.932,-4.542
2449,678.885,-9.46,0.597
2450,724.873,9.871,0.918
2451,-549.219,9.687,-0.777
2452,0.001,0.0,0.001
2453,151.496,-3.415,9.792
2454,-10.408,-1.205,-1.275
2455,96.954,-9.913,0.015
2456,12.274,1.909,3.599
2457,-91.672,7.228,-2.728
2458,102.837,5.079,8.435
2459,0.031,-0.028,0.008
2460,-0.014,-0.005,-0.014
2461,151.676,-3.139,4.708
2462,194.564,9.392,1.599
2463,-229.688,8.188,-2.163
2464,0.046,0.044,0.044
2465,321.148,-8.661,1.56
2466,-0.66,-0.151,-0.132
2467,497.313,-3.633,7.244
2468,0.001,0.0,0.001
2469,-5.159,0.868,-1.198
2470,0.0,0.0,0.0
2471,278.971,-3.055,7.85
2472,-14.591,-3.176,-1.215
2473,0.001,-0.0,0.001
2474,157.595,5.062,5.015
2475,-54.068,2.015,-3.619
2476,334.545,9.986,0.015
2477,30.05,-0.599,3.35
2478,-855.346,-10.0,-0.0
2479,131.214,-1.699,4.051
2480,207.603,7.009,8.649
2481,-56.605,1.434,-2.966
2482,951.781,10.0,0.0
2483,1.438,-0.04,0.316
2484,-643.926,-9.835,-0.51
2485,555.041,-9.684,0.627
2486,0.0,0.0,0.0
2487,-938.224,10.0,-0.0
2488,82.44,4.712,5.528
2489,62.616,-7.873,1.565
2490,-668.214,-9.791,-0.682
2491,467.422,-10.0,0.0
2492,245.713,6.541,4.47
2493,-198.257,-5.839,-10.027
2494,128.743,-7.121,1.269
2495,49.917,4.565,2.068
2496,-293.547,3.312,-7.781
2497,56.641,5.946,3.795
2498,462.461,-10.0,0.0
2499,-0.0,-0.0,-0.0
2500,308.238,-6.353,5.011
2501,0.0,0.0,0.0
2502,-254.959,4.125,-7.894
2503,70.57,5.357,2.269
2504,241.653,-4.209,7.624
2505,-0.28,-0.073,-0.14
2506,100.033,-3.521,2.442
2507,399.588,8.424,3.981
2508,-1040.039,9.999,-0.001
2509,995.519,9.435,3.151
2510,8.528,-0.59,0.7
2511,-90.393,-3.484,-4.289
2512,706.851,-6.147,6.013
2513,12.446,1.062,2.668
2514,-150.739,5.201,-5.853
2515,380.393,8.722,2.695
2516,298.215,-3.454,5.229
2517,-0.0,-0.0,-0.0
2518,682.439,-9.999,0.004
2519,99.556,8.796,1.535
2520,-0.0,-0.0,-0.0
2521,821.629,9.973,0.187
2522,0.002,-0.0,0.002
2523,-23.833,-1.966,-2.177
2524,1.34,-0.111,0.474
2525,408.463,7.372,6.84
2526,-127.554,5.163,-2.047
2527,0.472,0.117,0.086
2528,0.0,0.0,0.0
2529,-270.856,-6.626,-6.573
2530,179.452,-2.391,6.798
2531,0.004,0.001,0.003
2532,-455.476,10.0,-0.0
2533,7.882,1.434,1.851
2534,61.154,-1.172,4.085
2535,-242.64,-7.209,-3.706
2536,692.938,-11.223,-1.011
2537,0.0,0.0,0.0
2538,-195.708,2.243,-8.548
2539,378.786,6.86,8.049
2540,19.141,-1.342,1.186
2541,-426.837,-9.292,-2.688
2542,89.21,-6.741,2.262
2543,735.686,9.799,1.069
2544,-0.044,0.009,-0.08
2545,2.272,0.524,0.663
2546,139.744,-4.487,2.402
2547,-0.003,-0.003,-0.004
2548,287.451,-3.341,7.158
2549,13.456,1.511,1.301
2550,-22.656,0.446,-1.984
2551,115.239,4.744,5.825
2552,5.736,-1.198,0.415
2553,-272.205,-8.633,-2.116
2554,0.232,-0.007,0.054
2555,0.0,0.0,0.0
2556,-309.285,9.884,-0.249
2557,1095.957,10.0,0.0
2558,1.462,-0.067,0.255
2559,-11.926,-1.344,-1.299
2560,132.265,-3.813,8.668
2561,738.485,9.318,3.196
2562,-403.136,6.365,-3.869
2563,0.0,0.0,0.0
2564,112.969,-6.046,1.407
2565,-571.32,-9.081,-2.836
2566,422.808,-10.0,0.0
2567,107.928,6.558,2.589
2568,-22.551,0.291,-2.051
2569,452.4,9.711,0.831
2570,926.054,-9.947,0.049
2571,-544.447,-8.317,-7.966
2572,356.646,-9.994,0.01
2573,751.11,9.991,0.045
2574,-0.0,0.0,-0.0
2575,133.881,5.293,5.14
2576,10.181,-0.124,1.109
2577,-93.597,-3.973,-3.979
2578,100.164,-8.845,0.902
2579,392.714,7.654,5.552
2580,-113.982,3.018,-7.262
2581,330.414,6.44,7.852
2582,36.987,-0.567,3.059
2583,-63.35,-3.976,-5.349
2584,666.772,-6.257,5.261
2585,0.0,0.0,0.0
2586,-206.863,9.997,-0.002
2587,423.718,8.562,3.007
2588,72.045,-3.617,1.78
2589,-230.342,-6.721,-4.113
2590,249.289,-7.803,1.314
2591,861.35,9.049,4.584
2592,-172.379,3.452,-6.581
2593,171.551,4.681,6.974
2594,466.877,-6.305,3.885
2595,-402.544,-7.908,-4.673
2596,0.047,-0.006,0.012
2597,673.289,10.0,0.001
2598,-216.342,3.252,-5.936
2599,0.0,0.0,0.0
2600,5.171,-0.14,0.941
2601,-206.525,-8.336,-4.173
2602,51.803,-3.354,5.428
2603,239.234,6.409,4.493
2604,-0.019,0.003,-0.013
2605,63.445,6.035,4.189
2606,300.071,-9.595,0.675
2607,-97.929,-5.181,-3.011
2608,842.93,-10.684,0.322
2609,0.0,0.0,0.0
2610,-516.826,6.84,-2.277
2611,0.312,0.066,0.082
2612,33.595,-1.866,1.841
2613,-289.084,-7.386,-4.865
2614,520.486,-9.998,0.005
2615,54.144,3.841,2.541
2616,-517.821,11.018,0.053
2617,656.024,9.798,0.952
2618,95.842,-1.855,6.195
2619,-265.907,-7.258,-5.92
2620,0.0,-0.0,0.0
2621,6.665,0.776,0.921
2622,-331.026,5.259,-7.92
2623,135.696,9.8,0.348
2624,1114.884,-11.056,-0.105
2625,-606.54,-8.213,-7.534
2626,0.0,0.0,0.0
2627,73.64,4.179,4.544
2628,-92.67,3.038,-6.11
2629,0.0,0.0,0.0
2630,33.705,-0.52,2.882
2631,-510.886,-9.985,-0.071
2632,1019.257,-11.027,-0.019
2633,165.949,7.425,2.986
2634,-0.062,0.004,-0.034
2635,15.731,1.168,1.347
2636,517.53,-5.175,6.71
2637,-19.04,-3.0,-1.024
2638,123.42,-7.51,3.464
2639,87.984,4.461,5.148
2640,-0.029,0.011,-0.065
2641,0.0,0.0,0.0
2642,33.914,-0.433,2.642
2643,-0.528,-0.12,-0.098
2644,0.0,0.0,0.0
2645,1150.73,9.988,0.083
